openness,backness
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
0.3512,0.5418
