openness,backness
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
0.0909,0.5556
