openness,backness
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
0.3398,0.6058
