openness,backness
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
0.7143,0.0000
