openness,tenseness
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
0.2414,0.0000
