openness,tenseness
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
0.4138,0.5000
