openness,tenseness
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
0.7586,0.0000
