openness,tenseness
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
0.7586,1.0000
