openness,tenseness
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
0.3103,0.0000
